CVE ID,Channel ID,Message,Timestamp,Message URL,CVE ID.1
CVE-2021-29952,1714838658,"If FireFox vulnerability is released, any code can be injected. Affected systems: Mozilla Firefox < 88.0.1 Mozilla Firefox for Android < 88.1.3 Description: ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- Get the shell (",2025-04-28 00:28:58.869255,https://t.me/Z_Security/12,CVE-2021-29952
CVE-2021-29952,1714838658,"If FireFox vulnerability is released, any code can be injected. Affected systems: Mozilla Firefox < 88.0.1 Mozilla Firefox for Android < 88.1.3 Description: ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- Get the shell (",2025-04-28 00:28:58.965806,https://t.me/Z_Security/11,CVE-2021-29952
CVE-2022-22785,1385513396,CVE-2022-22785 Description: The Zoom Client for Meetings before version 5.10.0 failed to properly constrain client session cookies to Zoom domains. This issue could be used in a more sophisticated attack to send an unsuspecting users Zoom-scoped session cookies to a non-Zoom domain. This could potentially allow for spoofing of a Zoom user. Link:,2025-04-28 00:29:04.772648,https://t.me/CVE_Updates/17556,CVE-2022-22785
CVE-2022-22785,1385513396,CVE-2022-22785 Description: The Zoom Client for Meetings before version 5.10.0 failed to properly constrain client session cookies to Zoom domains. This issue could be used in a more sophisticated attack to send an unsuspecting users Zoom-scoped session cookies to a non-Zoom domain. This could potentially allow for spoofing of a Zoom user. Link:,2025-04-28 00:29:04.772648,https://t.me/CVE_Updates/17556,CVE-2022-22785
CVE-2022-22784,1385513396,CVE-2022-22784 Description: The Zoom Client for Meetings before version 5.10.0 failed to properly parse XML stanzas in XMPP messages. This can allow a malicious user to break out of the current XMPP message context and create a new message context to have the receiving users client perform a variety of actions.This issue could be used in a more sophisticated attack to forge XMPP messages from the server. Link:,2025-04-28 00:29:04.773046,https://t.me/CVE_Updates/17555,CVE-2022-22784
CVE-2022-22784,1385513396,CVE-2022-22784 Description: The Zoom Client for Meetings before version 5.10.0 failed to properly parse XML stanzas in XMPP messages. This can allow a malicious user to break out of the current XMPP message context and create a new message context to have the receiving users client perform a variety of actions.This issue could be used in a more sophisticated attack to forge XMPP messages from the server. Link:,2025-04-28 00:29:04.773046,https://t.me/CVE_Updates/17555,CVE-2022-22784
CVE-2022-1767,1385513396,CVE-2022-1767 Description: Server-Side Request Forgery in GitHub repository jgraph/drawio prior to 18.0.7. Link:,2025-04-28 00:29:04.773199,https://t.me/CVE_Updates/17554,CVE-2022-1767
CVE-2022-1767,1385513396,CVE-2022-1767 Description: Server-Side Request Forgery in GitHub repository jgraph/drawio prior to 18.0.7. Link:,2025-04-28 00:29:04.773199,https://t.me/CVE_Updates/17554,CVE-2022-1767
CVE-2022-1110,1385513396,CVE-2022-1110 Description: A buffer overflow vulnerability in Lenovo Smart Standby Driver prior to version 4.1.50.0 could allow a local attacker to cause denial of service. Link:,2025-04-28 00:29:04.781430,https://t.me/CVE_Updates/17553,CVE-2022-1110
CVE-2022-1110,1385513396,CVE-2022-1110 Description: A buffer overflow vulnerability in Lenovo Smart Standby Driver prior to version 4.1.50.0 could allow a local attacker to cause denial of service. Link:,2025-04-28 00:29:04.781430,https://t.me/CVE_Updates/17553,CVE-2022-1110
CVE-2021-42852,1385513396,CVE-2021-42852 Description: A command injection vulnerability was reported in some Lenovo Personal Cloud Storage devices that could allow an authenticated user to execute operating system commands by sending a crafted packet to the device. Link:,2025-04-28 00:29:04.781655,https://t.me/CVE_Updates/17552,CVE-2021-42852
CVE-2021-42852,1385513396,CVE-2021-42852 Description: A command injection vulnerability was reported in some Lenovo Personal Cloud Storage devices that could allow an authenticated user to execute operating system commands by sending a crafted packet to the device. Link:,2025-04-28 00:29:04.781655,https://t.me/CVE_Updates/17552,CVE-2021-42852
CVE-2021-42850,1385513396,CVE-2021-42850 Description: A weak default administrator password for the web interface and serial port was reported in some Lenovo Personal Cloud Storage devices that could allow unauthorized device access to an attacker with physical or local network access. Link:,2025-04-28 00:29:04.781833,https://t.me/CVE_Updates/17551,CVE-2021-42850
CVE-2021-42850,1385513396,CVE-2021-42850 Description: A weak default administrator password for the web interface and serial port was reported in some Lenovo Personal Cloud Storage devices that could allow unauthorized device access to an attacker with physical or local network access. Link:,2025-04-28 00:29:04.781833,https://t.me/CVE_Updates/17551,CVE-2021-42850
CVE-2021-3969,1385513396,"CVE-2021-3969 Description: A Time of Check Time of Use vulnerability was reported in IMController, a software component of Lenovo System Interface Foundation, prior to version 1.1.20.3that could allow a local attacker to elevate privileges. Link:",2025-04-28 00:29:04.781994,https://t.me/CVE_Updates/17550,CVE-2021-3969
CVE-2021-3969,1385513396,"CVE-2021-3969 Description: A Time of Check Time of Use vulnerability was reported in IMController, a software component of Lenovo System Interface Foundation, prior to version 1.1.20.3that could allow a local attacker to elevate privileges. Link:",2025-04-28 00:29:04.781994,https://t.me/CVE_Updates/17550,CVE-2021-3969
CVE-2022-27801,1385513396,"CVE-2022-27801 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by a use-after-free vulnerability in the processing of annotations that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.782186,https://t.me/CVE_Updates/17549,CVE-2022-27801
CVE-2022-27801,1385513396,"CVE-2022-27801 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by a use-after-free vulnerability in the processing of annotations that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.782186,https://t.me/CVE_Updates/17549,CVE-2022-27801
CVE-2022-27799,1385513396,"CVE-2022-27799 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by a use-after-free vulnerability in the processing of the acroform event that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.782449,https://t.me/CVE_Updates/17548,CVE-2022-27799
CVE-2022-27799,1385513396,"CVE-2022-27799 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by a use-after-free vulnerability in the processing of the acroform event that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.782449,https://t.me/CVE_Updates/17548,CVE-2022-27799
CVE-2022-27798,1385513396,"CVE-2022-27798 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by an out-of-bounds write vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.782657,https://t.me/CVE_Updates/17547,CVE-2022-27798
CVE-2022-27798,1385513396,"CVE-2022-27798 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by an out-of-bounds write vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.782657,https://t.me/CVE_Updates/17547,CVE-2022-27798
CVE-2022-27797,1385513396,"CVE-2022-27797 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by a use-after-free vulnerability in the processing of annotations that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.782864,https://t.me/CVE_Updates/17546,CVE-2022-27797
CVE-2022-27797,1385513396,"CVE-2022-27797 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by a use-after-free vulnerability in the processing of annotations that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.782864,https://t.me/CVE_Updates/17546,CVE-2022-27797
CVE-2022-27796,1385513396,"CVE-2022-27796 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by a use-after-free vulnerability in the processing of the acroform event that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.783277,https://t.me/CVE_Updates/17545,CVE-2022-27796
CVE-2022-27796,1385513396,"CVE-2022-27796 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by a use-after-free vulnerability in the processing of the acroform event that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.783277,https://t.me/CVE_Updates/17545,CVE-2022-27796
CVE-2022-27795,1385513396,"CVE-2022-27795 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by a use-after-free vulnerability in the processing of the acroform event that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.783500,https://t.me/CVE_Updates/17544,CVE-2022-27795
CVE-2022-27795,1385513396,"CVE-2022-27795 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by a use-after-free vulnerability in the processing of the acroform event that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.783500,https://t.me/CVE_Updates/17544,CVE-2022-27795
CVE-2022-28238,1385513396,"CVE-2022-28238 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by a use-after-free vulnerability in the processing of annotations that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.783729,https://t.me/CVE_Updates/17543,CVE-2022-28238
CVE-2022-28238,1385513396,"CVE-2022-28238 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by a use-after-free vulnerability in the processing of annotations that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.783729,https://t.me/CVE_Updates/17543,CVE-2022-28238
CVE-2022-28237,1385513396,"CVE-2022-28237 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by a use-after-free vulnerability in the processing of annotations that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.783942,https://t.me/CVE_Updates/17542,CVE-2022-28237
CVE-2022-28237,1385513396,"CVE-2022-28237 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by a use-after-free vulnerability in the processing of annotations that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.783942,https://t.me/CVE_Updates/17542,CVE-2022-28237
CVE-2022-28236,1385513396,"CVE-2022-28236 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by an out-of-bounds write vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.784150,https://t.me/CVE_Updates/17541,CVE-2022-28236
CVE-2022-28236,1385513396,"CVE-2022-28236 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by an out-of-bounds write vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.784150,https://t.me/CVE_Updates/17541,CVE-2022-28236
